procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
15  0      0 64669416 146196 1102216    0    0     0     6 30803 275171 20 12 68  0  0
 8  0      0 64671580 146196 1102216    0    0     0    10 30982 275740 20 12 68  0  0
 7  0      0 64669264 146196 1102252    0    0     0    12 30861 276359 20 12 68  0  0
11  0      0 64672196 146196 1102220    0    0     0    12 29463 262214 19 12 69  0  0
 9  0      0 64672248 146196 1102220    0    0     0    15 31023 275982 20 12 68  0  0
 8  0      0 64672060 146196 1102220    0    0     0    12 31030 276812 20 12 68  0  0
11  0      0 64671088 146196 1102252    0    0     0     0 31144 274852 20 12 68  0  0
16  0      0 64655888 146196 1102220    0    0     0    12 29495 265239 19 12 69  0  0
 9  0      0 64673060 146196 1102220    0    0     0    11 30779 272086 19 12 69  0  0
18  0      0 64674132 146196 1102224    0    0     0    12 30883 275348 20 12 68  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
13  0      0 64676104 146200 1102224    0    0     0    12 30767 274666 20 12 68  0  0
17  0      0 64646932 146204 1102256    0    0     0    12 30307 271831 20 12 69  0  0
 2  0      0 64674300 146216 1102224    0    0     0    12 29623 263910 19 12 69  0  0
 9  0      0 64674320 146220 1102252    0    0     0    22 29407 262751 19 12 69  0  0
 8  0      0 64659656 146220 1102252    0    0     0     4 29508 263411 19 12 69  0  0
11  0      0 64663528 146220 1102284    0    0     0    17 30072 266428 19 12 69  0  0
 6  0      0 64676888 146224 1102296    0    0     0    18 30176 267162 19 12 69  0  0
 8  0      0 64680936 146224 1102296    0    0     0    12 29571 262559 19 12 69  0  0
10  0      0 64664076 146224 1102296    0    0     0     2 29580 263430 19 12 69  0  0
11  0      0 64667420 146224 1102328    0    0     0    12 30023 266908 19 12 69  0  0
 9  0      0 64679796 146224 1102296    0    0     0     0 29771 267012 19 12 69  0  0
15  0      0 64681076 146224 1102296    0    0     0    12 29544 262331 19 12 69  0  0
12  0      0 64665968 146228 1102296    0    0     0    23 29369 263021 19 12 69  0  0
 5  0      0 64666456 146232 1102332    0    0     0    12 30321 268995 20 12 69  0  0
 9  0      0 64683680 146236 1102300    0    0     0     6 29979 266472 19 12 69  0  0
 8  0      0 64684780 146236 1102300    0    0     0     3 29424 261947 19 12 69  0  0
 8  0      0 64671996 146244 1102300    0    0     0     6 29644 263257 19 12 69  0  0
13  0      0 64671680 146244 1102300    0    0     0    15 30132 269259 19 12 69  0  0
 9  0      0 64685600 146244 1102300    0    0     0    13 30295 269971 20 12 68  0  0
 9  0      0 64685996 146248 1102304    0    0     0    18 29512 261935 19 12 69  0  0
 2  0      0 64686340 146252 1102304    0    0     0     2 29449 262477 19 12 69  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 64686220 146256 1102304    0    0     0     9 30235 267549 19 12 69  0  0
17  0      0 64688568 146260 1102308    0    0     0     9 30139 268700 19 12 69  0  0
 4  0      0 64689000 146260 1102308    0    0     0     6 29621 263120 19 12 69  0  0
 6  0      0 64689200 146264 1102308    0    0     0    12 29426 262630 19 12 69  0  0
10  0      0 64688348 146264 1102308    0    0     0    15 29866 269685 19 12 69  0  0
14  0      0 64689164 146268 1102316    0    0     0     9 30105 268487 19 12 69  0  0
10  0      0 64690124 146272 1102316    0    0     0     9 29676 263002 19 12 69  0  0
 9  0      0 64689760 146276 1102352    0    0     0     6 29442 261126 19 12 69  0  0
16  0      0 64691352 146276 1102388    0    0     0     6 30212 267518 19 12 68  0  0
 4  0      0 64690716 146276 1102388    0    0     0    15 30114 268560 19 12 69  0  0
 8  0      0 64691908 146276 1102356    0    0     0    12 29754 263416 19 12 69  0  0
17  0      0 64692716 146276 1102356    0    0     0     9 29263 262803 19 12 69  0  0
11  0      0 64679096 146280 1102392    0    0     0    14 29765 263514 19 12 69  0  0
 8  0      0 64681244 146284 1102392    0    0     0     9 30191 267889 19 12 69  0  0
 4  0      0 64693976 146288 1102360    0    0     0    12 30038 267999 19 12 68  0  0
 8  0      0 64695100 146288 1102360    0    0     0     6 29579 263521 19 12 69  0  0
11  0      0 64695000 146296 1102360    0    0     0     9 31128 276364 20 12 68  0  0
 3  0      0 64676876 146300 1102360    0    0     0     9 30067 268110 19 12 69  0  0
 6  0      0 64696288 146304 1102364    0    0     0     9 30074 266912 19 12 69  0  0
31  0      0 64697224 146308 1102364    0    0     0    15 34655 296597 22 12 65  0  0
 6  0      0 64697148 146308 1102364    0    0     0    12 65651 448519 41 17 42  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
